campus_nam,stu_city,stu_lat,stu_long,stu_servic,stu_online
Chiniot_Faisalabad,Chiniot/Faisalabad,31.39032000000,72.96820170000,Jazz,Microsoft Teams
Lahore,Lahore,3205644665.00000000000,0.00000000000,Jazz,Google Meet
Islamabad,"Muzaffarabad, Azad Kashmir",34.35972903000,73.47629865000,Jazz,Zoom
Lahore,Lahore,31.53565890000,74.41445620000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,3376010789.00000000000,0.00000000000,Zong,Zoom
Karachi,Karachi,3030245861.00000000000,0.00000000000,Ufone,Zoom
Lahore,Sheikhupura,31.72611850000,73.97203700000,Jazz,Google Meet
Karachi,Karachi,24.94146060000,67.15460080000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,30.94541010000,72.72006080000,I don't have mobile access,Microsoft Teams
Lahore,Lahore,31.47487120000,74.37340920000,Jazz,Google Meet
Peshawar,Peshawar,34.01513660000,71.52491540000,Zong,Google Meet
Lahore,Lahore,31.47872690000,74.41602930000,Jazz,Google Meet
Lahore,Lahore,33.56511070000,73.01691350000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.57702557000,73.12927104000,Zong,Zoom
Lahore,Lahore,31.37362305000,74.16419190000,Zong,Google Meet
Karachi,Karachi,3002128809.00000000000,0.00000000000,Jazz,Zoom
Karachi,Karachi,24.97051220000,67.15369930000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.65770154000,72.96444151000,Telenor,Zoom
Chiniot_Faisalabad,Multan,30.15745800000,71.52491540000,Jazz,Microsoft Teams
Islamabad,Gujranwala,32.25464329000,74.14316254000,Ufone,Zoom
Islamabad,Mianwali,32.34930850000,71.49672120000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,3306519158.00000000000,0.00000000000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.69463608000,73.04669541000,Telenor,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43204372000,73.13100697000,PTCL,Microsoft Teams
Chiniot_Faisalabad,jaranwala,31.34365940000,73.42263170000,Telenor,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.63791580000,73.04352550000,Telenor,Zoom
Islamabad,Islamabad/Rawalpindi,33.51186490000,73.15118720000,Jazz,Zoom
Peshawar,Islamabad/Rawalpindi,33.61788020000,73.01543760000,Jazz,Google Meet
Islamabad,Sahiwal,30.58544320000,72.99329690000,Zong,Google Meet
Karachi,Karachi,24.91121374000,67.10979408000,Jazz,Zoom
Chiniot_Faisalabad,Fort Abbass,29.19305300000,72.85745580000,Zong,Zoom
Islamabad,Okara,30.79822028000,73.45058078000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64126160000,73.06351245000,Witribe Wifi,Microsoft Teams
Karachi,Dadu sindh,26.63825540000,67.57085360000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.63285290000,73.08332240000,ufone,Microsoft Teams
Chiniot_Faisalabad,Khair Pur Tamewali,29.57452630000,72.22453500000,Jazz,Microsoft Teams
Lahore,Lahore,31.56906350000,74.34020500000,PTCL,Google Meet
Lahore,Sheikhupura,3004819080.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,3312863178.00000000000,0.00000000000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40573210000,73.04668620000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.57373718000,73.05247586000,Zong,Zoom
Karachi,Karachi,24.92350303000,67.10084733000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,33.65537090000,73.07457040000,Zong,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.66191340000,72.85251820000,UFONE,Microsoft Teams
Karachi,Karachi,24.94210840000,67.13819300000,Telenor,Zoom
Islamabad,Chiniot/Faisalabad,31.47464709000,73.08770074000,Jazz,Zoom
Chiniot_Faisalabad,Multan,3097372332.00000000000,0.00000000000,Zong,Microsoft Teams
Lahore,Lahore,31.43672700000,74.29014940000,Storm Fibre,Google Meet
Karachi,Karachi,24.96701300000,67.05045964000,Ufone,Zoom
Lahore,Lahore,31.50462518000,74.34216374000,Telenor,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41475780000,73.10627150000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.46093900000,73.14678200000,PTCL,Microsoft Teams
Karachi,Karachi,3342700749.00000000000,0.00000000000,Ufone,Google Meet
Lahore,Lahore,31.52789560000,74.26878480000,PTCL,Google Meet
Karachi,Samaro Road,25.30675670000,69.45685300000,Zong,Google Meet
Chiniot_Faisalabad,Dera Ghazi Khan,30.04894230000,70.64547300000,Ufone,Microsoft Teams
Lahore,Lahore,31.57659750000,74.44521200000,Jazz,Google Meet
Islamabad,Karachi,24.90756150000,67.11092260000,Telenor,Zoom
Lahore,Lahore,31.57145310000,74.32625080000,Zong,Google Meet
Karachi,Karachi,24.88087130000,67.02905970000,PTCL,Google Meet
Islamabad,Lahore,31.47443650000,74.26414940000,Jazz,Zoom
Lahore,Gujrat,32.57307250000,74.10050440000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.78962602000,72.72197715000,Ufone,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.62913270000,73.11355550000,Ufone,Microsoft Teams
Lahore,Shorkot,30.83351980000,72.08829380000,Zong,Google Meet
Islamabad,Mandi Bahauddin,32.56140390000,73.48504670000,PTCL,Zoom
Chiniot_Faisalabad,Lahore,31.52036960000,74.35874730000,Telenor,Microsoft Teams
Lahore,Lahore,31.55219700000,74.27955240000,Jazz,Google Meet
Islamabad,SIALKOT,32.51620080000,74.56390370000,Zong,Google Meet
Chiniot_Faisalabad,Lahore,31.56411390000,74.31880500000,Jazz,Microsoft Teams
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,"Slate,Piazza, Google Classroom"
Lahore,Taunsa Sharif,30.88663504000,70.70209792000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.44696460000,73.09438870000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.67510610000,72.99915520000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Jazz,Microsoft Teams
Karachi,Karachi,24.95734000000,67.15141940000,Telenor,Zoom
Karachi,Karachi,24.93721460000,67.04228100000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43706650000,73.07999760000,Zong,Microsoft Teams
Islamabad,Wah Cantt,33.77154110000,72.75109210000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.65841810000,72.85724250000,Zong,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40986430000,73.04569300000,Zong,Zoom
Lahore,Lahore,3214314383.00000000000,0.00000000000,PTCL,Google Meet
Islamabad,Chiniot/Faisalabad,31.37181080000,73.03610030000,Ufone,Zoom
Lahore,Lahore,31.47487120000,74.37340920000,Jazz,Google Meet
Islamabad,"Wah Cantt, Taxila",33.76397232000,72.73464458000,Jazz,Google Meet
Karachi,Karachi,24.92317010000,67.10180410000,Zong,Google Meet
Karachi,Karachi,24.90234730000,67.18920000000,PTCL,Zoom
Peshawar,Islamabad/Rawalpindi,33.54341170000,73.06561520000,Ufone,Google Meet
Lahore,Lahore,31.57195200000,74.40419530000,Zong,Google Meet
Peshawar,Bahawalpur,29.39549680000,71.70960450000,Cable Internet,Google Meet
Islamabad,Gujranwala,32.18047510000,74.17672504000,PTCL,Google Meet
Chiniot_Faisalabad,chak No. 92 Rb,31.51354920000,73.44674890000,Telenor,Microsoft Teams
Karachi,Karachi,24.97287070000,67.06433150000,Ufone,Zoom
Karachi,Karachi,24.80718700000,67.06028450000,PTCL,Zoom
Islamabad,Wah Cantt,33.77154110000,72.75109210000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.55583928000,73.07989140000,Telenor,Zoom
Peshawar,Peshawar,33.96940960000,71.42103080000,Jazz,Google Meet
Chiniot_Faisalabad,Gojra,31.15076100000,72.68836560000,Telenor,Zoom
Chiniot_Faisalabad,Chowk Azam,30.96132800000,71.21430290000,Jazz,Microsoft Teams
Karachi,"Sadiqabad, Rahim Yar Khan",28.24695800000,70.09794910000,Jazz,Zoom
Karachi,Karachi,24.88773210000,67.02901750000,Telenor,Google Meet
Lahore,Lahore,31.60006440000,74.33968510000,Jazz,Google Meet
Chiniot_Faisalabad,Hasilpur,29.69803310000,72.54819170000,Jazz,Zoom
Karachi,Karachi,24.90107250000,67.11340650000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3066565627.00000000000,0.00000000000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.57086990000,73.14528670000,Telenor,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.33599140000,72.94605660000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.62711840000,73.05763570000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.42464280000,73.13225009000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.64390480000,73.07440790000,PTCL,Microsoft Teams
Karachi,Karachi,24.95708980000,67.06780650000,Jazz,Google Meet
Islamabad,Bahawalpur,29.37654530000,71.71924410000,PTCL,Google Meet
Peshawar,Chakwal,32.92565310000,72.80649560000,Zong,Google Meet
Lahore,Lahore,31.47429485000,74.40445414000,Ufone,Google Meet
Lahore,Lahore,31.46950214000,74.25812514000,Jazz,Google Meet
Chiniot_Faisalabad,Multan,30.17447631000,71.49531634000,PTCL,Zoom
Lahore,Lahore,31.47139130000,74.28982040000,Warid,Google Meet
Karachi,Karachi,3172611211.00000000000,0.00000000000,Zong,Google Meet
Karachi,Dadu,26.72779646000,67.77775760000,Zong,Zoom
Karachi,Karachi,0.00000000000,0.00000000000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.66415669000,73.15609719000,Ufone,Zoom
Peshawar,Islamabad/Rawalpindi,33.56082081000,73.13033895000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.60423350000,73.07734980000,Zong,Microsoft Teams
Karachi,Karachi,24.85700170000,67.03318810000,Ufone,Zoom
Lahore,Lahore,31.46969300000,74.27284610000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40396816000,73.03743171000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.63215120000,73.08541190000,Jazz,Zoom
Lahore,Lahore,0.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.37984010000,74.26653880000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.57820140000,73.13938610000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.58247060000,73.09217550000,Ufone,Zoom
Islamabad,Chack 47M.B jauharabad,32.22489900000,72.21120990000,Jazz,Zoom
Karachi,Hyderabad,25.46331070000,68.39570730000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43741631000,73.10011917000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Lahore,3211115414.00000000000,0.00000000000,Jazz,both zoom and microsoft team
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40065897000,73.13305795000,Zong,Zoom
Karachi,Karachi,24.83581580000,67.08034260000,Jazz,Google Meet
Lahore,Pind Dadan Khan,32.59097993000,73.04798202000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41636971000,73.04418023000,PTCL,Microsoft Teams
Islamabad,Bahawalpur,29.39361110000,71.76076530000,None,Zoom
Lahore,Sahiwal,30.66819980000,73.11135600000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.55638740000,73.06039090000,Jazz,Zoom
Islamabad,Gujranwala,32.17321627000,74.20298997000,PTCL,Zoom
Peshawar,Peshawar,33.97441070000,71.43587330000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64312626000,73.08833272000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3034374888.00000000000,0.00000000000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40230719000,73.09934152000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Gujranwala,32.17318600000,74.17830890000,Zong,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.55315460000,73.11578200000,PTCL,Zoom
Karachi,Nawab Shah,26.24765050000,68.40856440000,PTCL,Zoom
Karachi,Karachi,3452131074.00000000000,0.00000000000,Telenor,Google Meet
Chiniot_Faisalabad,Lahore,31.46045690000,74.36387910000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,3017035489.00000000000,0.00000000000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.58687537000,73.13387464000,Telenor,Zoom
Islamabad,Hasanabdal,33.84061760000,72.73003550000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.63930198000,72.95090088000,Ufone,Microsoft Teams
Islamabad,Wah cantt,33.77154110000,72.75109210000,Jazz,Zoom and meet both
Islamabad,Islamabad/Rawalpindi,33.70039150000,73.07200860000,Zong,Zoom
Karachi,Karachi,24.90110650000,67.11550230000,UFONE,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41357600000,73.10319050000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,3365142567.00000000000,0.00000000000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.53940260000,73.09872990000,PTCL,Microsoft Teams
Karachi,Karachi,24.82400330000,67.06135280000,Jazz,Zoom
Islamabad,Lahore,3067253526.00000000000,0.00000000000,Jazz,Zoom
Islamabad,Taxila,3025421871.00000000000,0.00000000000,PTCL,Zoom
Lahore,Lahore,31.55567850000,74.31002840000,PTCL,Google Meet
Lahore,Lahore,31.53268373000,74.31363127000,Jazz,Google Meet
Karachi,Karachi,24.86248320000,67.02382980000,Ufone,Google Meet
Lahore,Sahiwal,30.67272141000,73.13071608000,Jazz,Google Meet
Chiniot_Faisalabad,Sargodha,32.09383821000,72.68322270000,Jazz,Microsoft Teams
Islamabad,Wah cantt,33.77154110000,72.75109210000,Zong,Zoom
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,Google Meet
Karachi,Karachi,3242927260.00000000000,0.00000000000,Jazz,Zoom
Peshawar,Tarbela,34.01347250000,72.65133480000,Ufone,Google Meet
Karachi,Karachi,27.52566390000,68.75517730000,PTCL,Google Meet
Karachi,Islamabad/Rawalpindi,33.56708570000,73.13465920000,Jazz,Zoom
Karachi,Karachi,25.04991590000,67.10555700000,Zong,Zoom
Islamabad,Kharian,32.81426030000,73.88307010000,Jazz,Google Meet
Lahore,Lahore,31.56176170000,74.31473970000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,3408142381.00000000000,0.00000000000,Telenor,Zoom
Lahore,Lahore,31.51941676000,74.29362467000,Ufone,Google Meet
Lahore,Shakargarh,32.21153860000,75.12024060000,Telenor,Google Meet
Karachi,Karachi,24.91926060000,67.12241950000,PTCL,Zoom
Islamabad,Mian Channu,30.41056240000,72.38068750000,Jazz,Zoom
Lahore,Lahore,31.50242070000,74.24874510000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.59910830000,73.01461370000,Ufone,Google Meet
Karachi,Karachi,24.91171930000,67.13210120000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.62052880000,73.01911800000,Jazz,Google Meet
Karachi,Karachi,24.87847769000,67.17167263000,Jazz,Zoom
Chiniot_Faisalabad,Lahore,31.40324700000,74.25603570000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40390250000,73.03241060000,Zong,Microsoft Teams
Karachi,Karachi,24.89187140000,67.11051480000,Jazz,Google Meet
Karachi,Karachi,3413169221.00000000000,0.00000000000,Telenor,Zoom
Karachi,Karachi,24.92534200000,67.09814590000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.36191723000,73.12797984000,Zong,Microsoft Teams
Karachi,Badin,24.64585930000,68.84665440000,Ufone,Google Meet
Islamabad,Lahore,3044700327.00000000000,0.00000000000,Jazz,Zoom
Karachi,Karachi,24.89614470000,67.05480230000,Zong,Zoom
Peshawar,Peshawar,3122376627.00000000000,0.00000000000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41026646000,73.10661914000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,3215272399.00000000000,0.00000000000,Jazz,Google Meet
Islamabad,Nankana Sahib,31.44915100000,73.71247900000,Jazz,Google Meet
Chiniot_Faisalabad,BHAKKAR,31.61303030000,71.07206190000,Telenor,Microsoft Teams
Lahore,Lahore,31.41591530000,74.26928390000,Ufone,Google Meet
Lahore,Lahore,31.52362940000,74.35141590000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.69833200000,72.98012080000,Jazz,Zoom
Chiniot_Faisalabad,Depalpur,30.67327015000,73.64490179000,Jazz,Microsoft Teams
Chiniot_Faisalabad,"Bagh,Azad Kashmir",33.97738580000,73.77880050000,Zong,Zoom
Karachi,Karachi,24.92156658000,67.05216232000,Telenor,Zoom
Karachi,Dadu,26.73405810000,67.77948170000,Zong,Google Meet
Lahore,Lahore,3324727307.00000000000,0.00000000000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,3150414596.00000000000,0.00000000000,Jazz,Zoom
Chiniot_Faisalabad,Sheikhupura,31.59849850000,73.85459910000,On friends home,Microsoft Teams
Karachi,Karachi,24.90078150000,67.16810270000,Zong,Google Meet
Karachi,Karachi,24.85913350000,67.08527820000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.65498930000,73.17847500000,Zong,Google Meet
Karachi,Karachi,24.95960970000,67.22519980000,PTCL,Google Meet
Lahore,Chiniot/Faisalabad,31.37991256000,73.06857304000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,3155031106.00000000000,0.00000000000,Zong,Zoom
Peshawar,Chiniot/Faisalabad,31.46379270000,73.08388170000,Jazz,Google Meet
Islamabad,Karachi,24.79255412000,67.04317689000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.56511070000,73.01691350000,PTCL,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Ufone,Zoom
Karachi,Karachi,24.89571690000,67.18498010000,PTCL,Zoom
Islamabad,Chiniot/Faisalabad,31.37552730000,73.08147800000,Zong,Google Meet
Islamabad,Peshawar,33.95372669000,71.44035332000,Jazz,Zoom
Karachi,Mithi,24.74363780000,69.80613280000,Telenor,Zoom
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Ufone,Zoom
Chiniot_Faisalabad,Lahore,31.52036960000,74.35874730000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,3335959690.00000000000,0.00000000000,Ufone,Microsoft Teams
Lahore,Sargodha,32.08550614000,72.69164343000,Zong,Google Meet
Chiniot_Faisalabad,Lahore,31.52036960000,74.35874730000,Zong,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Ufone,Google Meet
Islamabad,Multan,30.15745800000,71.52491540000,Zong,Zoom
Karachi,Karachi,24.83346188000,67.17654242000,Telenor,Google Meet
Karachi,Karachi,3332007656.00000000000,0.00000000000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.53172742000,73.15878210000,Telenor,Zoom
Chiniot_Faisalabad,Islamabad/Rawalpindi,33.61099290000,73.12088630000,Zong,Zoom
Karachi,Karachi,24.91426110000,67.12479340000,Telenor,Zoom
Islamabad,Lahore,31.45191405000,74.28095623000,Ufone,Zoom
Karachi,Karachi,24.91802710000,67.09709160000,U-fone,Zoom
Karachi,Karachi,24.86027333000,67.03242788000,Ufone,Google Meet
Islamabad,Vehari,30.04415440000,72.34406850000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.54341170000,73.06561520000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3067266771.00000000000,0.00000000000,Jazz,Microsoft Teams
Lahore,Lahore,31.58984434000,74.42186204000,Telenor,Google Meet
Karachi,Karachi,24.93895962000,67.05431027000,Jazz,Google Meet
Karachi,Karachi,0.00000000000,0.00000000000,Jazz,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,3143130560.00000000000,0.00000000000,Zong,Zoom
Islamabad,Mari Tehsile Jand Distt Attock,3157553001.00000000000,0.00000000000,Zong,Google Meet
Chiniot_Faisalabad,Lahore,31.36948840000,74.17684120000,Jazz,Microsoft Teams
Karachi,Larkana,27.54744250000,68.20997130000,Zong,Google Meet
Karachi,Karachi,24.90723249000,67.13405585000,Jazz,Zoom
Karachi,Karachi,24.93570940000,67.05092720000,PTCL,Zoom
Karachi,Karachi,24.92041940000,67.13438480000,Ufone,Zoom
Peshawar,Peshawar,33.98551448000,71.52809103000,Telenor,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.42132488000,73.08276789000,PTCL,Microsoft Teams
Islamabad,Lahore,31.39459696000,74.25347419000,Jazz,Google Meet
Karachi,Karachi,24.93252050000,67.06582090000,Telenor,Google Meet
Chiniot_Faisalabad,Islamabad/Rawalpindi,33.47864250000,73.07889570000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.69512890000,72.94486080000,Zong,Google Meet
Islamabad,Daska,32.33091740000,74.34540560000,Ufone,Google Meet
Karachi,Karachi,24.81407520000,67.01196560000,UFONE,Zoom
Islamabad,"HIT, Taxila Cantt",3055760784.00000000000,0.00000000000,Jazz,Microsoft Teams
Islamabad,Lahore,31.54374670000,74.38440490000,Jazz,Zoom
Karachi,Karachi,24.83820260000,67.18184680000,Ufone,Zoom
Peshawar,Wah Cantt,33.78318360000,72.72307760000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.21552730000,72.99920130000,Jazz,Microsoft Teams
Karachi,Karachi,24.95068790000,67.07010250000,Telenor,Google Meet
Karachi,Karachi,24.92888635000,67.12559658000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.62667700000,72.92390950000,PTCL,Zoom
Karachi,Chashma,32.43590280000,71.38030350000,Jazz,Zoom
Islamabad,Lahore,31.46396888000,74.30212650000,Jazz,Zoom
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Karachi,Karachi,24.89518100000,67.07173480000,Zong,Zoom
Islamabad,Lahore,31.53566140000,74.29853400000,Ufone,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.42124540000,73.14012370000,Stormfiber,Microsoft Teams
Karachi,Karachi,24.86073430000,67.00113640000,Zong,Google Meet
Karachi,Karachi,3493120173.00000000000,0.00000000000,Telenor,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.49364856000,73.10395199000,PTCL,Zoom
Chiniot_Faisalabad,Baltistan,35.69871820000,75.42773550000,S COM,Microsoft Teams
Karachi,Karachi,24.85473390000,67.05874630000,Ufone,Google Meet
Lahore,Lahore,3054081956.00000000000,0.00000000000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64848820000,72.95783923000,ufone,Google Meet
Chiniot_Faisalabad,Jhang,31.27806830000,72.33167610000,Zong,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,3055310403.00000000000,0.00000000000,Telenor,Microsoft Teams
Chiniot_Faisalabad,Jaranwala,31.27803740000,73.37234330000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,0.00000000000,0.00000000000,Jazz,Zoom
Islamabad,Multan,30.16937200000,71.45368350000,Zong,Zoom
Lahore,Chiniot/Faisalabad,31.48674460000,73.12469652000,Zong,Google Meet
Islamabad,"Pindigheb,Attock.",33.28942850000,72.49285090000,Ufone,Zoom
Lahore,Sahiwal,3330680978.00000000000,0.00000000000,UFONE,Google Meet
Karachi,Karachi,24.91796000000,67.11869580000,Ufone,Zoom
Karachi,Karachi,24.91949760000,67.13235360000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,32.34299960000,72.58037240000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Zong,Google Meet
Lahore,Lahore,31.52467450000,74.27094930000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,0.00000000000,0.00000000000,No,Google Meet
Lahore,Lahore,31.49119804000,74.34019644000,Jazz,Google Meet
Islamabad,Lahore,33.53247080000,73.10397900000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3127905479.00000000000,0.00000000000,Zong Package,"Some Teachers Use Cisco Webex Meeting App  ,Some Teachers use Zoom and Teams App For  Delivery  Online Lectures"
Chiniot_Faisalabad,Chiniot/Faisalabad,31.39574263000,73.10565614000,Zong,Microsoft Teams
Karachi,Karachi,24.79680550000,67.04110670000,Telenor,Zoom
Islamabad,Islamabad/Rawalpindi,33.55160680000,73.13897030000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64848450000,72.96615420000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.71946900000,73.01396160000,Jazz,Google Meet
Karachi,Karachi,24.83607610000,67.03763440000,Ufonr,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.63313346000,73.06982507000,Zong,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Jazz,Zoom
Karachi,Karachi,24.94030700000,67.05224590000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Ufone,Zoom
Islamabad,Multan,30.08952120000,71.65250260000,Zong,Zoom
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Lahore,Multan,30.15745800000,71.52491540000,Ufone,Google Meet
Karachi,Karachi,3342348655.00000000000,0.00000000000,Jazz,Zoom
Islamabad,Dera ghazi khan,30.06555876000,70.69328500000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.72916620000,72.98219540000,Ufone,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.65222470000,73.06149380000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Sargodha,32.08265450000,72.68902550000,Telenor,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.60306990000,73.11799500000,Zong,Google Meet
Karachi,Karachi,24.94898910000,66.97665297000,Ufone,Zoom
Karachi,Karachi,24.90857043000,67.12090616000,Ufone,Zoom
Lahore,Lahore,31.44670533000,74.39977987000,Jazz,Google Meet
Karachi,Karachi,24.85461352000,66.99497319000,Zong,Google Meet
Karachi,Karachi,0.00000000000,0.00000000000,UFone,Zoom
Lahore,Lahore,31.51093799000,74.29773108000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.33599140000,72.94605660000,Telenor,Microsoft Teams
Lahore,Lahore,31.54278260000,74.38324033000,PTCL,Google Meet
Chiniot_Faisalabad,Bhimber azad kashmir,3026360084.00000000000,0.00000000000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Lahore,31.41591530000,74.26928390000,Zong,Microsoft Teams
Chiniot_Faisalabad,Lahore,31.48604330000,74.35640450000,Ufone,Microsoft Teams
Chiniot_Faisalabad,Islamabad/Rawalpindi,33.64023700000,73.03943340000,Jazz,Microsoft Teams
Karachi,Karachi,24.91953840000,67.05911870000,Ufone,Google Meet
Islamabad,Karachi,24.92736007000,67.09880893000,Ufone,Google Meet
Islamabad,Sialkot,32.48327910000,74.51417610000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.71108600000,73.16218800000,Zong,Zoom
Lahore,Lahore,31.54973770000,74.35905910000,Zong,Google Meet
